"ita","Comment"
"{Rinoa}
“Uhm? Come?”",""
"{Squall}
“Spero di trovare il modo per battere
 la strega senza dover combattere.”",""
"“GUARDATE!”",""
"Selphie
“UN REGALO DALLE FATE!”",""
"#tgcourt3","882"
"Irvine
“C'era anche Seifer.”",""
"Irvine
“A parte {Rinoa}, eravamo tutti lì.”",""
"Selphie
“E allora?”",""
"“Sì{Wait016}...{Wait016}...{Wait016}...{Wait048}anch'io ero lì.”",""
"#tgcourt2","881"
"“Siete tutti......”",""
"{Rinoa}
“Così coraggiosi......”",""
"(Coraggiosi? No, non è così. Spesso
 perdiamo solo il senso della realtà.
 Ma quando ce ne accorgiamo tremiamo
 di paura anche noi come tutti quanti.)",""
"{Rinoa}
“Uhm......? Come?”",""
"{Squall}
“Spero di trovare il modo per battere
 la strega senza dover combattere.”",""
"“Siete tutti......”",""
"#tgcourt1","879"
"“ 1 Replay
  2 cortile 2
  3 cortile 3
  4 cortile 4”",""
"(Sembra che non ci siano
 nemici in questo Garden.)",""
"(Dove sarà la strega......?
 Dobbiamo trovarla al più presto.)",""
"{Squall}
“Stiamo aspettando Selphie.
 Quando arriva lei andiamo.”",""
"Selphie
“Scusate, ho fatto tardi!”",""
"Selphie
“Grazie! Siete venuti
 tutti qui per me.”",""
"Irvine
“Ehi! Su col morale!”",""
"Selphie
“Grazie.”",""
"Selphie
“Vengo anch'io quando andate
 a combattere contro la strega!”",""
"“Voglio prendermi la mia
 rivincita. Ok?”",""
"{Rinoa}
“Sentite......”",""
"{Rinoa}
“Ma dobbiamo combattere per forza?
 Non c'è nessun altro metodo?”",""
"“Non possiamo trovare un modo
 per evitare spargimenti di sangue?”",""
"Zell
“Ohi ohi ohi! Ma cosa
 stai dicendo!?”",""
"{Rinoa}
“Ci sarà un qualche scienziato che
 conosce un sistema per bloccarla
 senza combattere, no?”",""
"(Dove vuole arrivare......)",""
"(Se davvero qualcuno conoscesse qualche
 sistema sarebbe grandioso, ma...)",""
"(Ma nessuno fa niente alla fine.
 Tremano dalla paura, si lamentano
 e a pericolo passato, ci criticano.)",""
"(Non fanno che criticare questo
 o quello, ma alla fine non
 concludono niente......)",""
"({Rinoa} dove vuole arrivare?
 Cosa si aspetta da me?)",""
"(Io sono cresciuto nel Garden.
 Sono un SeeD io! Un guerriero!
 Lo capisci o no?)",""
"{Rinoa}
“{Squall}!”",""
"“Se non dici a voce alta quello
 che pensi, non riusciamo a sentirti!”",""
"{Squall}
“Tu sei una della resistenza
 di Timber, giusto?”",""
"“Diversamente da tanti altri, tu hai
 combattuto con le armi, non è così?”",""
"“Perché ora invece fai questi
 discorsi? Cosa ti succede?”",""
"{Squall}
“Quando hai voluto, hai
 chiesto il nostro aiuto...”",""
"“Ora invece ti metti a discutere il
 nostro modo di agire. Che ti prende?”",""
"{Rinoa}
“Forse...ho solo{Wait048} tanta paura.”",""
"{Rinoa}
“Mi succede spesso
 quando sono con voi...”",""
"{Rinoa}
“Certe volte, come adesso, sento che
 siamo sulla stessa...lunghezza d'onda.”",""
"{Rinoa}
“Ma quando si combatte, non riesco
 a stare al vostro passo...”",""
"“Rimango indietro,
 vi corro dietro,
 ma non ce la faccio.”",""
"{Rinoa}
“Dove correte tutti quanti?{Wait048}
 Non {Wait048}sento più le vostre voci.”",""
"“Quando vi raggiungo, sono
 in ansia se state tutti bene,
 se mi accoglierete col sorriso...”",""
"{Rinoa}
“...{Wait048}...{Wait048}se siete tutti vivi......”",""
"{Rinoa}
“Se torneremo insieme a casa.”",""
"{Rinoa}
“Quando ci penso......”",""
"Irvine
“{Rinoa}, capisco cosa dici.”",""
"“Qualcuno potrebbe non tornare...”",""
"“Qualcuno a cui tieni molto
 potrebbe morirti sotto gli occhi...”",""
"Irvine
“Se vivi con questi pensieri,
 la vita sarà dura......”",""
"Irvine
“Per questo io combatto......”",""
"Irvine
“Quand'ero piccolo e
 avevo circa 4 anni......”",""
"Irvine
“Ero in un orfanotrofio...”",""
"Selphie
“Quale?...La casa di pietra?”",""
"Irvine
“Proprio quella.”",""
"Quistis
“Quella vecchia casa di pietra?
 ......vicino al mare?”",""
"Irvine
“Sì! L'avevo capito dalla
 prima volta che ci siamo visti.”",""
"Selphie
“Perché non ce l'hai detto?”",""
"Quistis
“Sì, perché non ce l'hai detto?”",""
"Irvine
“Anche se ve lo dicevo?
 Che cambiava?”",""
"Irvine
“Questo vuol dire
 perdere degli amici...”",""
"Zell
“Perché la strega è
 comparsa all'improvviso?”",""
"“Forse stava solo aspettando
 il momento migliore.”",""
"“Forse fingeva di essere
 un essere umano normale.”",""
"Irvine
“Devo dimostrare
 a Selphie che si può
 fidare di me.”",""
"Quistis
“E la ricerca
 di Ellione?”",""
"“La strega la vuole perché può
 portare le persone nel passato......”",""
"Quistis
“Anche la strega vuole andare nel passato?”",""
"{Rinoa}
“Da quando vi ho incontrati,
 ho cominciato a pensare, pensare...”",""
"“Continuo a pensare,
 ma non trovo risposta...”",""
"#tgroom2","889"
"“Lascia fare a me.
 Lo riparo io.”",""
"“Siamo noi la squadra
 ripara tutto!",""
"“Chi siamo noi?”",""
"“Noi siamo la squadra
 ripara-tutto.”",""
"“Siamo una squadra specializzata
 per la ricostruzione di Trabia.”",""
"“E noi siamo la squadra
 addetta alla manutenzione.”",""
"Ryosuke
“Oh, funziona di nuovo!?”",""
"Yutaka
“Sembra apposto ora.”",""
"Ryosuke
“Niente da fare!”",""
"Yutaka
“Ma questi......
 Sono i dati personali di Selphie.”",""
"‘......Insert code......{Wait048}
 ...{Wait016}...{Wait016}...{Wait016}...{Wait016}...{Wait016}...
 ...Personal Data Bank...",""
"(......Selphie?)",""
"“Dai dai!
 Facciamoci una partita!”
 Sì
 No",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Balamb
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Galbadia
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Trabia
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Centra
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Dollet
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di F.H.
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole dello spazio
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Esthar
 con quelle di questa zona.”",""
"Non puoi giocare se
non hai almeno 5 carte.",""
"Regola: {Blue}‘Carte scoperte'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Plus'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Elementale'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Carte scoperte'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Plus'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Elementale'{White}
abolita da questa zona.",""
"“{Balamb}”",""
"“{Galbadia}”",""
"“{Trabia}”",""
"“{Centra}”",""
"“{Dollet}”",""
"“F.H.”",""
"“Spazio”",""
"“{Esthar}”",""
"“Senza regole a scelta.”",""
"#tgroom1","888"
"【Save Point】
Per salvare la situazione di gioco
scegliere ‘Salva' dal menu.",""
"“Facciamo un calcolo di quanto
 spenderemo per i viveri di prima necessità.”",""
"“La calcolatrice è rotta.
 Stiamo molto attenti ai conti!”",""
"“Te le ricordi le tabelline?
 1X1=1
 1X2=2...”",""
"“No, no! Scherzavo!”",""
"“Da sotto le macerie ho trovato
 questo libro molto vecchio!”",""
"“Magari fosse una mappa del tesoro!
 Che ne so? 5 passi a sud del
 Gargoyl e poi vai...... ”",""
"“Sembra un diario!”",""
"“......5 passi a sud del Gargoyl
 del Garden di Trabia......?”",""
"“Nooo!? Non ci
 posso credere!”",""
"Bambina
“Tu sei un amico di Selphie?”",""
"“Selphie è la mia
 amichetta preferita!”",""
"Bambina
“A te ti piace
 Selphie?”
 Sì molto
 Non tanto",""
"Bambina
“Proprio come me!”",""
"Bambina
“Che vuol dire
 ‘non tanto'?”",""
"“Che non ti piace?”",""
"Bambino
“Selphie è molto brava
 a scovare le scappatoie!”",""
"“È proprio un mito! In un
 secondo trova subito un
 passaggio segreto.”",""
"Bambino
“È incredibile!”",""
"“Dai dai!
 Facciamoci una partita!”
 Sì
 No",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Balamb
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Galbadia
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Trabia
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Centra
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Dollet
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di F.H.
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole dello spazio
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Esthar
 con quelle di questa zona.”",""
"Non puoi giocare se
non hai almeno 5 carte.",""
"Regola: {Blue}‘Carte scoperte'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Plus'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Elementale'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Carte scoperte'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Plus'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Elementale'{White}
abolita da questa zona.",""
"“{Balamb}”",""
"“{Galbadia}”",""
"“{Trabia}”",""
"“{Centra}”",""
"“{Dollet}”",""
"“F.H.”",""
"“Spazio”",""
"“{Esthar}”",""
"“Senza regole a scelta.”",""
"#tggara1","885"
"“Abbiamo portato via tutti
 i feriti in macchina.”",""
"“Io sono malato.
 Ho curato molti di qui e
 mi sono ammalato anch'io”",""
"“C-Ch......
 Il re Tomberry...”",""
"“Invocazione G.F....{Wait048}ah!”",""
"“Selphie!”",""
"Bambino
“Scusa Selphie.
 Perdonami.”",""
"Selphie
“Eh? Perché?
 Perché ti scusi?”",""
"“Non sono riuscito
 a salvare l'orsetto
 che mi avevi dato.”",""
"Bambina
“Forse adesso
 sta piangendo!”",""
"Selphie
“No, il nostro orsetto è
 molto forte, sai?”",""
"“Adesso lui è contento perché
 sa che tu stai bene!”",""
"Selphie
“Ehi, lo sento! L'orsetto ha
 detto che ci sta guardando!”",""
"Selphie
“Dobbiamo fare i bravi!
 Lui ci vede sempre, sapete?”",""
"Bambina
“Io prometto di essere buona.”
{NewPage}
“Digli che non piangerò più
 e non sarò più triste!”",""
"Bambino
“Grazie Selphie!”",""
"Selphie
“Scusate, arrivo subito.
 Aspettatemi al campo di basket.”",""
"Studentessa di Trabia
“Forza, svegliati!”",""
"“Sei d'ispezione oggi. Ti sei
 offerto tu stesso volontario!”",""
"Studente di Trabia
“Ooo{Wait016}oo{Wait008}oh{Wait032} noooooo......
 ...{Wait016}impossibile assimilare!”",""
"Studentessa di Trabia
“Se sogni una battaglia stavolta,
 vieni a combattere su questo mondo!”",""
"“Forza! Dai...insomma
 ti vuoi svegliare?”",""
"Studentessa di Trabia
“Ehi! Mi avevi detto che
 avresti difeso Trabia!”",""
"Studentessa di Trabia
“Accidenti!
 Mi vergogno a presentarmi con
 questo ritardo di là da tutti!”",""
"Studentessa di Trabia
“Non possiamo perdere...
 dobbiamo farlo...per Trabia...
 sì forza......Zzzz”",""
"“Giochi...a carte...?”
 Sì
 No",""
"“Regole diverse?
 Mischiamole con quelle di Balamb!
 Pronto per giocare?”",""
"“Regole diverse?
 Le mischiamo con quelle di Galbadia!
 Pronto per giocare?”",""
"“Regole diverse?
 Le mischiamo con quelle di Trabia!
 Pronto per giocare?”",""
"“Regole diverse?
 Le mischiamo con quelle di Centra!
 Pronto per giocare?”",""
"“Regole diverse?
 Le mischiamo con quelle di Dollet!
 Pronto per giocare?”",""
"“Regole diverse?
 Le mischiamo con quelle di F.H.!
 Pronto per giocare?”",""
"“Regole diverse?
 Le mischiamo con quelle dello spazio!
 Pronto per giocare?”",""
"“Regole diverse?
 Le mischiamo con quelle di Esthar!
 Pronto per giocare?”",""
"Non puoi giocare se
non hai almeno 5 carte.",""
"Regola: {Blue}‘Carte scoperte'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Plus'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Elementale'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Carte scoperte'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Plus'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Elementale'{White}
abolita da questa zona.",""
"“{Balamb}”",""
"“{Galbadia}”",""
"“{Trabia}”",""
"“{Centra}”",""
"“{Dollet}”",""
"“F.H.”",""
"“Spazio”",""
"“{Esthar}”",""
"“Senza regole a scelta.”",""
"“Te la fai una partita?”
 Sì
 No",""
"Non puoi giocare se
non hai almeno 5 carte.",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Balamb
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Galbadia
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Trabia
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Centra
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Dollet
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di F.H.
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole dello spazio
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Esthar
 con quelle di questa zona.”",""
"#tgstage1","890"
"“Alla pausa pranzo mi sono
 fatto una partita nel campo
 da basket qui di fronte.”",""
"“3 giorni che gioco con lui,
 3 vittorie mie cosecutive!
 La prossima volta lo distruggo!”",""
"“Dobbiamo aggiustare
 questo campo da basket.”",""
"Allievo
“Dobbiamo fare qualcosa
 per questo missile.”",""
"“Non dovrebbe esplodere, ma
 potrebbe rompere il palco e
 rotolare giù ferendo qualcuno.”",""
"Allieva
“I professori dovrebbero
 fare qualcosa di più.”",""
"“Non è possibile che lascino tutta
 la responsabilità del Garden
 sulle spalle degli studenti!”",""
"“Neanche sul manuale c'è
 scritto niente di come risolvere
 crisi di questo genere...!”",""
"“La palla è rotolata
 lì sotto.”",""
"“Uffa! Questa era l'ultima.”",""
"Bambino
“Dicevo che se giocavamo pure
 noi al torneo di basket di Trabia
 forse avremmo potuto vincere.”",""
"“Ma è stato cancellato
 per colpa dei missili.”",""
"Bambino
“No, pronunci male!
 È Chocobos, no Chacobas!”",""
"“Il mio sogno è di entrare
 nei ‘Magic-chocobos'!”",""
"Bambino
“Prima però mi devo allenare per
 entrare nei ‘Ko-chocobos'.”",""
"Giocatore di basket
“Dimentica i ‘Mog-Mog-Moogle'.
 In finale i ‘Magic-chokobas'
 gli strapperanno la vittoria!”",""
"Giocatore di basket
“Quest'anno sono forti anche
 i nuovi entrati ‘Mumba-Samba'!”",""
"“Come non mi batti a basket,
 così non la spunti a carte. Giochi?”
 Sì
 No",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Balamb
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Galbadia
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Trabia
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Centra
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Dollet
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di F.H.
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole dello spazio
 con quelle di questa zona.”",""
"“Usi regole diverse dalle nostre.
 Mischiamo le regole di Esthar
 con quelle di questa zona.”",""
"Non puoi giocare se
non hai almeno 5 carte.",""
"Regola: {Blue}‘Carte scoperte'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Plus'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Ritenta'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Muro-coppia'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Elementale'{White}
accettata in questa zona.",""
"Regola: {Blue}‘Carte scoperte'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Coppia'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Plus'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Mano a caso'{White}
abolita da questa zona.",""
"Regola: {Blue}‘Sudden death'{White}
abolita da questa zona.",""
