"ger","Comment"
"“Sie ist so energisch!
 Sie strahlt wie die Sonne!”",""
"“Ein Spielchen?”
 Ja
 Nein",""
"“Neue Regeln aus Balamb?
 Wenden wir sie doch an!”",""
"“Neue Regeln aus Galbadia?
 Wenden wir sie doch an!”",""
"“Neue Regeln aus Trabia?
 Wenden wir sie doch an!”",""
"“Neue Regeln aus Centra?
 Wenden wir sie doch an!”",""
"“Neue Regeln aus Dollet?
 Wenden wir sie doch an!”",""
"“Neue Regeln aus F.H.?
 Wenden wir sie doch an!”",""
"“Neue Regeln aus dem Weltall?
 Wenden wir sie doch an!”",""
"“Neue Regeln aus Esthar?
 Wenden wir sie doch an!”",""
"Zum Spielen werden mindestens
5 Karten benötigt.",""
"Die {Blue}【Open】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Plus】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Random-Hand】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Suddendeath】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Retry】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Wall-Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Element】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Open】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Same】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Plus】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Random-Hand】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Suddendeath】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Retry】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Wall-Same】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Element】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"【Balamb】",""
"【Galbadia】",""
"【Trabia】",""
"【Centra】",""
"【Dollet】",""
"【F.H.】",""
"【Weltall】",""
"【Esthar】",""
"【Keine zusätzlichen Regeln.】",""
"#tggate1","886"
"Selphies Freundin
“Hi. {Wait032}Danke, daß du Selphie immer hilfst.”
(Ich mach doch nichts.)
(...irgendwas positives sagen.)",""
"{Squall}
“Ach, hab ich?”",""
"Selphie
“Na ja, das ist nun mal seine Art.”",""
"Selphies Freundin
“Ist er vielleicht deswegen so,
 weil er dich gaaanz toll mag?”",""
"Selphie
“Genau, genauuu!”",""
"(...Schwachsinn.)",""
"{Squall}
“......Selphie braucht keine Hilfe.
 Sie macht alles wirklich blendend.”",""
"Selphie
“Wooow~!!”",""
"Selphies Freundin
“Was ist denn los?”",""
"Selphie
“Das sieht ihm gar nicht ääähnlich~.”",""
"(...danke für die Blumen.)",""
"Selphie
“Hinten ist ein Sportplatz.
 Wartet bitte dort auf mich.”",""
"“Ich will noch mit ein
 paar Leuten sprechen.”",""
"“Schön dich zu sehen, Selphie”
{NewPage}
“Wenn ich mit dir rede, fühle
 ich mich schon viel besser.”",""
"Sephies Freundin
“Selphie?
 Sie ist zum Friedhof gegangen.”",""
"“Ich wollte nicht, daß
 sie traurig wird, aber...”",""
"“Es ist kalt geworden.......
 Vielleicht bekommen wir heute
 ein Geschenk von den Elfen.”",""
"“Selphie wollte eben zum
 Sportplatz hingehen.”",""
"{Trabia}-Lehrer
“Wie heißt du und in welcher
 Klasse bist du nochmal...?”",""
"“Hast du dich für unseren
 {Trabia}-Graden nützlich gemacht?”",""
"“Was ich mit nützlich meine?
 Daß du etwas gutes tust.”",""
"“Eine Spende für den Wiederaufbau
 des {Trabia}-Gradens. Dafür würde ich
 dir sogar eine A-Note geben.”",""
"{Trabia}-Lehrer
“So...und in welcher
 Klasse warst du nochmal?”",""
"“Bitte eine Spende für
 unseren {Trabia}-Garden.”",""
"“Willst du nicht beim Wiederaufbau
 des ruinierten {Trabia}-Garden mitmachen?
 Willst du nicht an der Wiedergeburt
 der Freiheit mitwirken?”",""
"“Komm, eine kleine Spende!”
 Na, klar.
 Tja, das Leben ist hart.",""
"“Danke!”",""
"“......oops?
 Ihr seid doch nicht
 aus Trabia, oder?”",""
"“Von Fremden nehmen
 wir kein Geld.”",""
"“Ist zwar wirklich nett, aber
 wir können{xba}s nicht annehmen.”",""
"“Unser Motto heißt,
 【Tu es, aber tu es selbst!】”",""
"“Das ist echt super-nett,
 aber wir müssen uns selbst helfen.
 Das ist eben der {Trabia}-Geist!”",""
"“Geizhals!
 Zieh doch Leine!”",""
"“Ach ja?
 Dann ist es egal. {Wait056}Tschüss!”",""
"“Ich bitte nur {Trabia}-Schüler um Spenden.
 Wir wollen uns selber helfen.”",""
"Trabia-Schülerin
“Herr Yamamura! Von Ihnen habe ich
 ja noch keine Spende erhalten!”",""
"“Herr Yamamura!
 Ich weiß, daß Sie mich hören!”",""
"Trabia-Lehrer
“Wie ich es immer sage...
 Man soll sein eigenes Unglück
 nicht auf andere abwälzen.”",""
"“Es gibt immer welche, die bei
 weitem unglücklicher sind als
 man selbst ist.”",""
"“Aber... wenn ich mir
 meine Glatze ansehe...”
{NewPage}
“...denke ich, {Wait016}daß ich
 ziemlich unglücklich bin.”",""
"“Wenn{xba}s leicht schneit, sprechen
 wir von einem 【Geschenk der Elfen】.”",""
"“An so einem Tag, passiert
 etwas Besonderes.”",""
"“Ich konnte Selphie wiedersehen!
 Hattest du auch ein schönes Erlebnis?”",""
"“Hi Selphie! Laß uns wieder
 Kuchen essen gehen!”",""
"Selphie
“Klaaar! Das machen wir!
 Auf jeeeden Fall~!”",""
"【Waffen August】 erhalten!",""
"“Ein guter Tag, um Karten zu spielen.”
 Klar.
 Nein.",""
"“du kennst doch sicherlich
 neue regeln, oder?
 wir könnten ja deine
 balamb-regeln hinzunehmen!”",""
"“du kennst doch sicherlich
 neue regeln, oder?
 wir könnten ja deine
 galbadia-regeln hinzunehmen!”",""
"“du kennst doch sicherlich
 neue regeln, oder?
 wir könnten ja deine
 trabia-regeln hinzunehmen!”",""
"“du kennst doch sicherlich
 neue regeln, oder?
 wir könnten ja deine
 centra-regeln hinzunehmen!”",""
"“du kennst doch sicherlich
 neue regeln, oder?
 wir könnten ja deine
 dollet-regeln hinzunehmen!”",""
"“du kennst doch sicherlich
 neue regeln, oder?
 wir könnten ja deine
 f.h.-regeln hinzunehmen!”",""
"“du kennst doch sicherlich
 neue regeln, oder?
 wir könnten ja deine
 weltall-regeln hinzunehmen!”",""
"“du kennst doch sicherlich
 neue regeln, oder?
 wir könnten ja deine
 esthar-regeln hinzunehmen!”",""
"Zum Spielen werden mindestens
5 Karten benörigt.",""
"Die {Blue}【Open】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Plus】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Random-Hand】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Suddendeath】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Retry】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Wall-Same】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Element】{White}-Regel hat sich
hier verbreitet.",""
"Die {Blue}【Open】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Same】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Plus】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Random-Hand】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Suddendeath】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Retry】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Wall-Same】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"Die {Blue}【Element】{White}-Regel ist in diesem
Gebiet jetzt Out.",""
"【Balamb】",""
"【Galbadia】",""
"【Trabia】",""
"【Centra】",""
"【Dollet】",""
"【F.H.】",""
"【Weltall】",""
"【Esthar】",""
"【Keine zusätzlichen Regeln.】",""
"“Ein Spielchen gefällig?”
Ja
Nein",""
"“Du scheinst ja viele
 Regeln zu kennen.
 Nehmen wir doch die
 Balamb-Regeln.”",""
"“Du scheinst ja viele
 Regeln zu kennen.
 Nehmen wir doch die
 Trabia-Regeln.”",""
"Zum Spielen werden mindestens
5 Karten benötigt.",""
"“Du scheinst ja viele
 Regeln zu kennen.
 Nehmen wir doch die
 Galbadia-Regeln.”",""
"“Du scheinst ja viele
 Regeln zu kennen.
 Nehmen wir doch die
 Centra-Regeln.”",""
"“Du scheinst ja viele
 Regeln zu kennen.
 Nehmen wir doch die
 Dollet-Regeln.”",""
"“Du scheinst ja viele
 Regeln zu kennen.
 Nehmen wir doch die
 F.H.-Regeln.”",""
"“Du scheinst ja viele
 Regeln zu kennen.
 Nehmen wir doch die
 Weltall-Regeln.”",""
"“Du scheinst ja viele
 Regeln zu kennen.
 Nehmen wir doch die
 Esthar-Regeln.”",""
"#tggrave1","887"
"Selphie
“...{Wait048}...{Wait048}
 Ich hab...{Wait048}alles gegeben......!”",""
"“Die Bühne war zwar kaputt...{Wait056}
 aber ich hab...{Wait016}das Konzert{Wait016}
 doch noch machen können......”",""
"“Ich hab euch versprochen...{Wait048}
 daß wir...{Wait016}etwas Besonderes...{Wait056}
 ...auf die Beine stellen...”",""
"“...{Wait048}habt ihr...{Wait016}gesehen?
 Das Konzert... {Wait056}mein Traum...
 ...unser Traum......”",""
"“Habt ihr zugeschaut?{Wait048}
 Habt ihr zugehört?”",""
"“...{Wait048}...{Wait048}...{Wait048}...”",""
"“Ich...{Wait016}werde es immer wieder
 versuchen... bis ihr mich hört.”",""
"“Unser Traum ist noch...{Wait048}
 lange, lange nicht zu Ende!
 Er ist viel, viel größer!”",""
"“...hier trafen wir uns immer...”
{NewPage}
“An solchen kalten Tagen......
 habe ich ihr meine Jacke geliehen...”",""
"“Das alles ist Vergangenheit.....
 Ich kann nichts mehr machen......”",""
"“Sie ist nicht mehr hier.{Wait056}
 Das ist alles, was ich weiß...”",""
"Eine alte 【Timber Maniacs】 gefunden!
{Wait016}...{Wait016}...{Wait016}...{Wait016}......gelesen!",""
"#tgview1","891"
"{Squall}
“Das sieht übel aus.”",""
"“Selphie!”",""
"Selphie
“Ein...Volltreffer...?”",""
"Xell
“......verdammte Scheiße!!”",""
"Quistis
“Das sieht schlimm aus......”",""
"{Rinoa}
“......echt übel.”",""
"Irvine
“Das ist doch Wahnsinn......”",""
"Selphie
“Ich gehe jetzt rein.”",""
"{Squall}
“Sei vorsichtig.”",""
"“Läßt du Selphie alleine gehen?”",""
"“Läßt du Selphie alleine gehen?”",""
"“{Squall}!”",""
"#timania5","908"
"“Test”",""
"“Hi! Was kann
 ich für euch tun?”
 (Wir wollten eine Besichtigung.)
 (Nichts.)",""
"{Squall}
“Wir wollen eine Besichtigung.”",""
"“Das freut mich aber.
 Geht bitte hinein!”",""
"{Squall}
“Nichts...besonderes.”",""
"“【Nichts besonderes】?
 Klingt richtig philosophisch!
 Ich hoffe, du findest es!”",""
"“Hi! Ein cooler Typ wie du
 ist immer willkommen!”",""
"“Hi! Herr Nichts-Besonderes!
 Gehen Sie bitte hinein!”",""
"“Bis zum nächsten Mal!”",""
"Chefredakteur
“Hört auf mich!!”",""
"Chefredakteur
“Ich werde euch eines sagen!
 Verplempert nicht die Zeit!”",""
"(Ältere Zeitschriften aus der
 Kampf-Serie. Ich kenne sie alle.)",""
"【Girly Times】 erhalten!",""
"#timania4","907"
"“DEFO",""
"#tiyane3","932"
"{Rinoa}
“Das ist der Präsidentenwaggon!
 Hier ist die erste Kupplung!
 Wir sollten uns beeilen!!”",""
"“Dummy”",""
"#tiyane2","931"
"{Rinoa}
“Hierher!”",""
"Galbadia-Soldat
“Aktiviere den
 【{Blue}Geräusch{White}】-Sensor.”",""
"Galbadia-Offizier
“Aktiviere den
 【{Red}Temperatur{White}】-Sensor.”",""
"Galbadia-Soldat
(......huch?)",""
"Galbadia-Offizier
(......hm?)",""
"Galbadia-Soldat
(Er geht nicht...)",""
"Galbadia-Offizier
(Er läuft nicht?)",""
"Galbadia-Soldat
(Ist er vielleicht defekt?)",""
"Galbadia-Offizier
(Etwa defekt?)",""
"Galbadia-Soldat
(Mein Vorgesetzter
 hat ihn gemacht...)",""
"Galbadia-Offizier
(Das kann
 nicht sein...)",""
"Galbadia-Soldat
(Wenn ich{xba}s
 ihm sage...)",""
"Galbadia-Offizier
(Ich hab ihn
 zusammengebaut...)",""
"Galbadia-Soldat
(Wird er mich
 feuern...)",""
"Galbadia-Offizier
(Ich mach nie
 einen Fehler!)",""
"Galbadia-Soldat
(Wegen so nem Scheiß?
 Ohne mich!)",""
"Galbadia-Offizier
“Ok! Äh... aktiviert!”",""
"Galbadia-Soldat
“Der Sensor wu...
 wurde{Wait048} aktiviert!”",""
"“Dummy”",""
"#tiyane1","930"
"{Rinoa}
“Hierher, {Squall}!”",""
"{Rinoa}
“Gleich sind wir am {Blue}【Wachwaggon】{White}.
 Laßt uns rüber.”
{NewPage}
“Wir sollten im richtigen Augenblick
 springen, damit wir hier etwas
 Zeit sparen können.”",""
"{Rinoa}
“Für den gesamten Vorgang...
 haben wir noch genau {Wait064}{Yellow}5 Minuten{White}!”
{NewPage}
“Wir müssen jede Sekunde sparen
 damit wir nichts verpassen.
 Viel Glück, Leute!”",""
"Springen mit {x0536}",""
"“Dummy”",""
"#tilink1","902"
"{Rinoa}
“Das ist die {Blue}【erste Kupplung】{White}.
 Zuerst wird diese abgetrennt.”",""
"{Rinoa}
“Nach Watts{xba}s Informationen,
 stehen hier hier 2 Wachen.”
{NewPage}
“Xell und Selphie. Achtet
 bitte auf diese beiden.”",""
"{Rinoa}
“Sagt uns rechtzeitig Bescheid,
 wenn sie herkommen!”",""
"Xell
“Verstanden.
 Ich achte auf den linken {Blue}Blauen{White}!”",""
"Selphie
“Dann......
 passe ich auf den {Red}Roten{White} auf!”",""
"{Rinoa}
“Der {Red}Rote{White} steht gleich in
 unmittelbarer Nähe...”
{NewPage}
“Du solltes selbst Acht geben.
 Wenn du {x0532} gedrückt hälst,
 kannst du nach links schauen.”",""
"{x0532} um nach
links zu schauen",""
"{Rinoa}
“So......
 Ran an die Arbeit!”",""
"{Rinoa}
“Weißt du noch, wie das geht?”
Klar weiß ich das.
Komplett vergessen.",""
"{Rinoa}
“{Squall}, vergiß das bitte nicht.
 Ich erklär{xba}s dir nochmal, Ok?”",""
"  {x0534}4
{x0537}3 {x0535}1
  {x0536}2",""
"{Rinoa}
“Ein Code besteht aus 4 Ziffern zwischen
 1 und 4... wie z.B. 2 3 4 1.”
{NewPage}
“Auf der Tafel, die du steuerst,
 befinden sich vier Tasten, {x0536} {x0534} {x0535} und {x0537}.
 Und so tippst du die Ziffern ein:”
{NewPage}
“Wenn der Code {Yellow}3 1 2 4{White}......lautet,
 drückst du {x0537} {Wait048}{x0535} {Wait048}{x0536}{Wait048} und {x0534}{Wait048}.
 Damit ist die Eingabe komplett.”",""
"{Rinoa}
“Du mußt sie schnell und präzise eingeben.
 Für einen Code hast du 5 Sekunden Zeit.”
{NewPage}
“Wenn du das nicht in der Zeit schaffst,
 wird der Code geändert und alle bisherigen
 Eingaben werden ungültig.”
{NewPage}
“Du mußt dann wieder ganz neu anfangen.
 Entweder wartest du, bis ich dir die neuen
 Codes gebe, oder du kommst einmal hoch.”",""
"{Rinoa}
“Wir müssen {Yellow}3{White} Codes eingeben,
 um die Kupplung zu trennen.”",""
"{Rinoa}
“So, {Squall}.
 Häng dich ans Seil.”",""
"{Rinoa}
“Wenn du von hier zur Kontrolltafel
 runtergehen willst,
 mußt du nach {Yellow}【Unten】{White} drücken.”
{NewPage}
“Um wieder hochzukommen,
 einfach nach {Yellow}【Oben】{White} drücken.
 Das geht aber nicht, während du
 die Codes eingibst.”",""
"{Yellow}【Unten】{White}, um die
Kontrolltafel
zu erreichen",""
"{Yellow}【Oben】{White},
um hochzukommen",""
"{Rinoa}
“Dann mal los, {Squall}!”",""
"{Rinoa}
“Wir haben noch {Yellow}{Var00}{White} Minuten!
 Viel Glück, {Squall}!!”",""
"“Der Code lautet:
 {Yellow} {Var00} {Var01} {Var02} {Var03} {White}!”",""
"{Yellow}GEBEN SIE DEN CODE EIN{White}",""
"{GreenBlink}?{Grey}■■■",""
"{Grey}■{BlueBlink}?{Grey}■■",""
"{Grey}■■{YellowBlink}?{Grey}■",""
"{Grey}■■■{RedBlink}?",""
"EINGABE {Red}UNGÜLTIG{White}!",""
"{Yellow}{Var00}{White} CODE {Green}AKZEPTIERT",""
"Xell
“Der {Blue}Blaue{White}!”",""
"Selphie
“Der {Red}Rote{White}!”",""
"{Rinoa}
“Hierher, {Squall}!!”",""
"{Rinoa}
“Was ist los, {Squall}!?”
Ich probier{xba}s nochmal.
Ich hab versagt...",""
"{Rinoa}
“{Squall}? ......{Squall}!?”
Ich weiß, wie es geht.
Erklär mir das nochmal.",""
"{Rinoa}
“Wie man während der Eingabe zurückkommt?”
{NewPage}
“Du mußt nur einen falschen Code eingeben,
 um den Vorgang abzubrechen.”
{NewPage}
“Danach kannst du wieder in Ruhe zurück.
 Ist besser als erwischt zu werden.”",""
"{Rinoa}
“Wenn du nicht beim Hoch- und
 Runtergehen erwischt werden willst,”
{NewPage}
“mußt du schnell reagieren, damit
 du rechtzeitig oben ankommst.”",""
"{Rinoa}
“Um von den Wachen nicht
 erwischt zu werden,”
{NewPage}
“gehst du erst dann runter,
 wenn die beiden in die
 andere Richtung schauen.”
{NewPage}
“Du kannst 1 oder 2 Codes
 eingeben und danach gleich
 wieder hochklettern.”
{NewPage}
“Diese Methode ist zwar
 sicherer, aber du mußt auch
 auf das Zeitlimit achten.”",""
"“Dummy”",""
"“Movie start
 Event start
 Nix”",""
"Normalerweise gibt's Movie
erst nach der gelungenen
Codeeingabe",""
"Nach der gelungenen Codeeingabe
Test·Zurück zum Anfang
Test·Nach Movie
Weiter·Zur nächsten Movie",""
"Einstellung für Game Over 
beim Erwischtwerden.",""
"Einstellung für Gameover
bei Zeit aus.",""
"#titv1","926"
"Selphie
“Wooow. Ein riesiger Bildschirm!”",""
"Xell
“Hey! Derber Bildschirm!”",""
"letztefantasieachtjetzterhältlich
tebensodersiebteteilzukaufenhallo
letztefantasieachtjetzterhältlich
tebensodersiebteteilzukaufenhallo
letztefantasieachtjetzterhältlich
tebensodersiebteteilzukaufenhallo",""
"{Rinoa}
“Was ist denn das
 hier eigentlich?”",""
"{Squall}
“Dieses Störsignal wird auf
 sämtlichen Frequenzen gesendet.”
{NewPage}
“Sie müssen erst beseitigt werden,
 bevor man hier was senden kann.”",""
"Selphie
“Stimmt eigentlich.”",""
"Xell
“Nicht wahr?
 Das dachte ich auch.”",""
"Watts
“Der Präsident ist jetzt im Studio.”
{NewPage}
“Da sind millionen von Wachsoldaten!
 Wir kommen niemals da rein!”",""
"{Rinoa}
“Was machen wir jetzt......?”",""
"{Rinoa}
“Wir ändern den Plan!”",""
"{Rinoa}
“Wenn der Präsident weg ist, ziehen
 sich die Soldaten bestimmt zurück.”
{NewPage}
“Wir gehen dann auf Sendung!
 Zwar ist es nicht mehr so spektakulär,
 aber es geht nicht anders, oder?”",""
"{Rinoa}
“Wir sollten da wirklich
 nicht hineinstürmen.”",""
"{Squall}
“Mach dir keine Gedanken über uns.”",""
"{Squall}
“Wir fügen uns deinen,
 Befehlen und kämpfen.”",""
"{Squall}
“Das ist unser Job.”",""
"Xell
“Wenn du{xba}s sagst, tun wir{xba}s auch.”
{NewPage}
“Auch wenn wir dabei keine
 Chance haben sollten.”",""
"Selphie
“Ich bin ein SEED.
 Ich bin zu allem bereit.”",""
"{Rinoa}
“Das ist doch dämlich!!”",""
"{Rinoa}
“Nur blind gehorchen?
 Ist das euer Job?”",""
"{Rinoa}
“Dann habt ihr sicherlich
 ein se~hr leichtes Leben.”",""
"{Squall}
“Sag was du willst.”
{NewPage}
“Wir sind das Werkzeug
 für eure Ziele.”",""
"{Squall}
“Obwohl ich denke,
 daß ihr{xba}s nicht schafft.”",""
"{Rinoa}
“Wa...was willst du!?
 Sprich dich aus!”
Mit Vergnügen!
Vergiß es.",""
"{Squall}
“Wie ernst meint ihr
 das Ganze eigentlich?”",""
"{Squall}
“Pläne aushecken, als wäre
 alles ein Kinderspiel.”
{NewPage}
“Und diese Pläne ändert ihr
 auch nach Lust und Laune.”
{NewPage}
“Ohne unsere Ratschläge seid
 ihr doch aufgeschmissen!?”",""
"{Squall}
“Denkst du, uns macht es Spaß,
 Amateuren wie euch zu gehorchen?”",""
"{Rinoa}
“Sprich dich, verdammt
 nochmal, aus!”",""
"{Squall}
“Vergiß es. Ist schon gut.”",""
"{Rinoa}
“Nein! Ist es eben nicht!”
{NewPage}
“Das ist ein Befehl.
 Ich bin der Auftraggeber!”",""
"Selphie
“(Das waaar ein bißchen hart!)”
 Sich entschuldigen.
 Nichts dergleichen tun!",""
"Xell
“(Hey, das war zu hart.)”
 Sich entschuldigen.
 Nichts dergleichen tun!",""
"{Squall}
“......sorry.
 War nicht so gemeint.”",""
"{Rinoa}
“Irgendwie...”",""
"{Rinoa}
“......hab ich mich geirrt.”
{NewPage}
“Ich dachte, daß alles klappt,
 wenn die SEEDS herkommen.”",""
"{Rinoa}
“Aber das ist nicht so einfach.”
{NewPage}
“Ihr seid Auftragnehmer......
 und nicht unsere Kumpels.”",""
"{Rinoa}
“Die Mission wird abgebrochen.
 Wir ziehen uns erst mal zurück.”",""
"{Rinoa}
“Eine Frage hab ich noch......”",""
"{Rinoa}
“Sehen wir denn echt so aus,
 als würden wir herumspielen?”",""
