"eng","Comment"
"Club
“{Blue}‘Plus'{White} rule... Forget it...”",""
"Club
“{Blue}‘Random'{White} rule... Forget it...”",""
"Club
“{Blue}‘Sudden Death'{White} rule... Forget it...”",""
"Club
“{Blue}‘Retry'{White} rule... Forget it...”",""
"Club
“{Blue}‘Same Wall'{White} rule... Forget it...”",""
"Club
“{Blue}‘Elemental'{White} rule... Forget it...”",""
"“{Balamb}”",""
"“{Galbadia}”",""
"“{Trabia}”",""
"“{Centra}”",""
"“{Dollet}”",""
"“FH”",""
"“Lunar”",""
"“{Esthar}”",""
"“No optional rules”",""
"#rgroad3","844"
"Test",""
"{Squall}
“Damn... It won't open.
 No choice but to go down...?”",""
"{Squall}
“What the...?”",""
"{Rinoa}
“AHH!”",""
"{Rinoa}
“(What is that...?)”",""
"{Squall}
“(I don't know...)”",""
"{Rinoa}
“Doesn't look like a very
 friendly creature.”",""
"{Squall}
“Let's just try to
 sneak by it.”",""
"{Squall}
“It's no use.  It won't open.
 I guess we have no choice but down...”",""
"(...Better be ready for anything.
 Let me double-check my junction...)",""
"#rgroad21","843"
"Test",""
"Jack
“Yo!  Need a break?
 I'll play some cards with ya.”",""
"Jack
“The fearful powers of the sorceress...
 We humans are so weak...”
{NewPage}
“But watching you guys in action,
 I get the feeling everything
 will turn out ok...”",""
"Jack
“Alright!  Let's play!”
Yes
No",""
"Jack
“Hold on a sec...”",""
"Jack
“Ok, these are my cards.”",""
"Jack
“{Squall}, you need 5 or more
 cards to play.”",""
"Jack
“So the previous rule was the {Balamb} rule...
 Alright, let's mix in that rule, too.”",""
"Jack
“So the previous rule was the {Galbadia} rule...
 Alright, let's mix in that rule, too.”",""
"“So the previous rule was the {Trabia} rule...
 Alright, let's mix in that rule, too.”",""
"“So the previous rule was the {Centra} rule...
 Alright, let's mix in that rule, too.”",""
"“So the previous rule was the {Dollet} rule...
 Alright, let's mix in that rule, too.”",""
"“So the previous rule was the FH rule...
 Alright, let's mix in that rule, too.”",""
"“So the previous rule was the Lunar rule...
 Alright, let's mix in that rule, too.”",""
"“So the previous rule was the {Esthar} rule...
 Alright, let's mix in that rule, too.”",""
"Jack
“Alright, I accept the {Blue}‘Open'{White} rule.”",""
"Jack
“Alright, I accept the {Blue}‘Same'{White} rule.”",""
"Jack
“Alright, I accept the {Blue}‘Plus'{White} rule.”",""
"Jack
“Alright, I accept the {Blue}‘Random'{White} rule.”",""
"Jack
“Alright, I accept the {Blue}‘Sudden Death'{White} rule.”",""
"Jack
“Alright, I accept the {Blue}‘Retry'{White} rule.”",""
"Jack
“Alright, I accept the {Blue}‘Same Wall'{White} rule.”",""
"Jack
“Alright, I accept the {Blue}‘Elemental'{White} rule.”",""
"Jack
“Hmm... I reject the {Blue}‘Open'{White} rule.”",""
"Jack
“Hmm... I reject the {Blue}‘Same'{White} rule.”",""
"Jack
“Hmm... I reject the {Blue}‘Plus'{White} rule.”",""
"Jack
“Hmm... I reject the {Blue}‘Random'{White} rule.”",""
"Jack
“Hmm... I reject the {Blue}‘Sudden Death'{White} rule.”",""
"Jack
“Hmm... I reject the {Blue}‘Retry'{White} rule.”",""
"Jack
“Hmm... I reject the {Blue}‘Same Wall'{White} rule.”",""
"Jack
“Hmm... I reject the {Blue}‘Elemental'{White} rule.”",""
"“{Balamb}”",""
"“{Galbadia}”",""
"“{Trabia}”",""
"“{Centra}”",""
"“{Dollet}”",""
"“FH”",""
"“Lunar”",""
"“{Esthar}”",""
"“No optional rules”",""
"#rgroad2","842"
"test",""
"#rgguest1","831"
"“Test”",""
"“Test”",""
"{Squall}
“Quistis...”",""
"Quistis
“I'm home.”",""
"{Squall}
“I'm glad you're all right.”",""
"Quistis
“Well... A lot of things happened.”",""
"Quistis
“I was unconscious for a while after
 the escape pod touched down.”",""
"Quistis
“When I came to, it was just me and Piet.”",""
"(Piet?  Oh, the guy who escaped with us.)",""
"(What happened to Ellone?)",""
"Quistis
“Ellone wasn't with us anymore.”
{NewPage}
“Not only that, there were signs
 of a struggle.  I hope she's safe.”",""
"Quistis
“The Esthar rescue crew
 brought me here.”",""
"Quistis
“The rescue crew told us about this ship,
 and that you were all safe.”",""
"{Squall}
“I see.”",""
"Quistis
“{Squall}......”",""
"Quistis
“When you jumped out into
 space, you didn't think
 about anything else, did you?”",""
"{Squall}
“That's right.”",""
"Quistis
“I wonder if there's anyone who'd
 do the same thing for me?”",""
"Quistis
“Oh well...”",""
"Quistis
“So where's the princess that changed
 the ever-cautious {Squall}?”",""
"({Rinoa} is......)",""
"{Squall}
“Selphie!”",""
"Selphie
“Whoo-hoo!  I'm back!”",""
"{Squall}
“I'm glad you're safe.”",""
"Selphie
“It was soooo bad!”",""
"Selphie
“The impact from the landing
 knocked me out cold.”",""
"Selphie
“When I woke up, it was
 just me and Piet.”",""
"Selphie
“Sis wasn't there.
 I hope she's all right...”",""
"Selphie
“Piet said he'd wait
 for the rescue crew.”
{NewPage}
“I found a chocobo, so I went
 for a run, then I came upon this
 ship.  And there you were, {Squall}!”",""
"Selphie
“Hey, does this ship fly?
 Does it move?”",""
"{Squall}
“Who knows?”",""
"Selphie
“{Squall}......”",""
"Selphie
“That was so cool when
 you jumped out into space.”",""
"Selphie
“Just like a hero from a storybook!”",""
"Selphie
“Heeey, where's the heroine?”",""
"{Squall}
“Irvine!”",""
"Irvine
“Hey, I'm back!”",""
"{Squall}
“How did you get here?”",""
"Irvine
“Ahh... I was just fiddling around
 inside the escape pod.”",""
"Irvine
“Then the impact from the landing
 knocked me out for a while.”",""
"Irvine
“When I came to, it was just me and Piet.”",""
"Irvine
“No sign of Sis.
 I hope she's safe...”",""
"Irvine
“Then after some time, the rescue
 crew from Esthar arrived.”",""
"Irvine
“They told me about this ship, and
 about you and {Rinoa}.
 They gave me a ride over here.”",""
"Irvine
“{Squall}......”",""
"Irvine
“When you jumped out into space,
 you got me thinking...”",""
"Irvine
“I wondered whether I could do something
 like that.  You were like a hero.”",""
"Irvine
“Hey, so where's
 the heroine?”",""
"Zell
“S'up {Squall}!!!”",""
"Zell
“So glad you're safe!”",""
"{Squall}
“Yeah, I somehow made it back.”",""
"Zell
“I hate to tell you this now, but
 we've got major problems down here.”",""
"Zell
“Well, here it goes!”",""
"Zell
“Some big thing called Lunatic Pandora
 came out of nowhere.”
{NewPage}
“Matron couldn't achieve what she set
 out to do because of it.  Which is ok.”",""
"Zell
“Matron's not a sorceress anymore.”
{NewPage}
“Matron gave away her power to
 someone without realizing it.”",""
"(To {Rinoa}......)",""
"Zell
“And, ah...”",""
"Zell
“Oh yeah, the Galbadian military is
 controlling Lunatic Pandora.”
{NewPage}
“They excavated it from the ocean
 where Esthar sank it years ago.”",""
"Zell
“Inside the Lunatic Pandora, there's
 this thing called a ‘Crystal Pillar'.
 It calls monsters from the moon.”",""
"Zell
“Then monsters came falling from
 the moon.  Total panic down here.”
{NewPage}
“It wasn't just monsters
 that came falling down.”",""
"Zell
“Sorceress Adel came down along with
 the machine that confined her.”
{NewPage}
“I guess the stream of falling monsters
 engulfed the machine.”",""
"Zell
“Lunatic Pandora caught
 Adel from that stream!”
{NewPage}
“Dr. Odine thinks
 that may have been
 Galbadia's true intent.”",""
"Zell
“Meaning...”",""
"{Squall}
“Zell, that's enough for now.”",""
"Zell
“But {Squall}!”",""
"{Squall}
“I know.
 I know we've got problems.”",""
"{Squall}
“But I can't think right now.”",""
"Selphie
“What's wrong, {Squall}?”",""
"Quistis
“What's wrong?”",""
"Irvine
“What's the matter?”",""
"{Squall}
“{Rinoa} is a sorceress now.
 She received Matron's powers.”",""
"{Squall}
“An escort from Esthar came to pick
 {Rinoa} up.  {Rinoa}'s in Esthar now.”",""
"Selphie
“We have to go get her!”",""
"Quistis
“Was she taken by force?”",""
"{Squall}
“No.
 It was {Rinoa}'s decision.”",""
"{Squall}
“She was scared about
 being a sorceress...”",""
"{Squall}
“Scared of being feared...hated...
 Scared that no one would want to
 be around her...”",""
"{Squall}
“She said she couldn't handle that.”",""
"Quistis
“Didn't you try to stop her, {Squall}?”",""
"{Squall}
“It was {Rinoa}'s decision.
 What right do I have to object?”",""
"Quistis
“Oh!  Stop that!
 What are you talking about!?”",""
"Quistis
“Why did you go all the way out
 into space to save {Rinoa}!?”",""
"Quistis
“To hand her over to Esthar!?  So that
 you might never see her again!?”",""
"Quistis
“No, right!?”
{NewPage}
“Wasn't it because you wanted
 to be with {Rinoa}?”",""
"Quistis
“You're a fool.”",""
"Zell
“Seriously.”",""
"(A fool, huh?)",""
"{Squall}
“...Maybe.”",""
"(What am I doing...?)",""
"(I may never get to hear
 {Rinoa}'s voice ever again...)",""
"({Rinoa}...?
 You weren't the only one
 who didn't want to let go...)",""
"(What the hell am I doing?)",""
"(I wanted to keep holding her...
 To feel {Rinoa}'s gentle touch...)",""
"(This feeling...
 This feeling that {Rinoa} taught me...)",""
"(What can I do?)",""
"(...Of course...)",""
"Quistis
“Have you decided?”",""
"Zell
“Heading to Esthar, right?”",""
"{Squall}
“Pandora whatever and Sorceress Adel
 are out of my hands.”
{NewPage}
“I don't even know where
 to look for Sis.”",""
"{Squall}
“The only thing I know is {Rinoa}.”
{NewPage}
“The only thing I want to do for
 sure right now is for {Rinoa}.”",""
"{Squall}
“We're going to get {Rinoa} back!”",""
"Zell
“Whoa!”",""
"Quistis
“Ahh!”",""
"Zell
“Hey...!”",""
"#rgcock1","826"
"Event in development
No lift implemented
Match character with sound
Report only bugs for this scene",""
"Tweaking event
Skip to back at earth scene",""
"{Rinoa}
“Wow!”",""
"(I have to...
 fly this thing?)",""
"{Rinoa}
“Huh?  Did you say something?”",""
"{Rinoa}
“{Squall}, it's
 trying to talk.”",""
"(Volume?)",""
"“This is {Esthar} Airstation.”",""
"(It's...)",""
"“Ragnarok, do you read?
 Ragnarok, do you read!?”",""
"(...a radio signal.)",""
"“This is Airstation.
 Do you copy?”",""
"{Squall}
“This ship is the Ragnarok?”",""
"“Whoa!
 Is this really the Ragnarok?
 You're in space, right?”",""
"{Squall}
“Yeah but, I have no idea where we are.”",""
"“Roger that!
 We can track you from here.”",""
"(We can go home...?)",""
"”Ragnarok... It's been 17 years!”",""
"{Squall}
“Can we make it back?”",""
"“Leave it to us!
 You should have enough fuel.”
{NewPage}
“Enter your location into the atmospheric
 reentry program and you'll be ok.”
{NewPage}
“Once you enter the atomosphere, we can
 guide you down.  You'll be just fine.”",""
"{Squall}
“How do I enter the data?”",""
"“No sweat.
 We'll take this step by step.”",""
"“Are you in the pilot seat?”",""
"{Squall}
“There's too many seats here.”",""
"“It's the one on the right.
 Go sit there.”",""
"{Squall}
“Ok, I'm here.”",""
"“See the touch panel in front of you?”",""
"{Squall}
“Yeah, I see it.”",""
"“The rest is easy.
 Just enter the following data.”",""
"{Squall}
“Go ahead.”",""
"“WJHEIE/...”",""
"{Squall}
“Entered.”",""
"“Then... 2872/HD-IEU”",""
"“No errors?”",""
"{Squall}
“It's fine.”",""
"“Next, I'm sure you're ok, but
 there's something I need you to do.”",""
"“Turn off the
 gravity generator.”
{NewPage}
“This should save some fuel.”
{NewPage}
“Use the same touch
 panel to turn it off.”",""
"{Squall}
“Alright.”",""
"(This must be it.)",""
"{Squall}
“Done.”",""
"“Congratulations.
 You're home free, Ragnarok.”",""
"“And...”
{NewPage}
“There's one more thing
 we need to tell you.”",""
"“From all of us at Ground Control,
 we wish you godspeed.”",""
"{Squall}
“Thanks.”",""
"{Rinoa}
“Hey!?”",""
"{Rinoa}
“{Squall}......”",""
"{Squall}
“Go sit over there.
 Put your seatbelt on.”",""
"{Rinoa}
“We'll be home soon?”",""
"{Squall}
“Hopefully.”",""
"{Squall}
“Now go sit down.”",""
"{Rinoa}
“Just a little longer.”",""
"{Squall}
“Why are you holding onto me
 like this?”",""
"{Rinoa}
“You don't like this, {Squall}?”",""
"{Squall}
“Just not used to it.”",""
"{Rinoa}
“When you were little,”
{NewPage}
“didn't you feel safe and secure
 being held by your parents?”",""
"{Squall}
“I can't remember anything
 about my parents...”
{NewPage}
“I was at Edea's orphanage before
 I knew any better.”",""
"{Squall}
“Edea was nice, but she
 was always busy.”",""
"{Squall}
“But...Ellone was
 there for me.”",""
"{Squall}
“Ellone was there
 to hold my hand.”",""
"{Rinoa}
“Made you feel safe and secure?”",""
"{Squall}
“Sure.”
{NewPage}
“But she left.
 Just disappeared.”",""
"{Squall}
“I'm afraid...”
{NewPage}
“Afraid of having that feeling of
 comfort taken away.”",""
"{Squall}
“To feel...
 loved and secure...”
{NewPage}
“I don't know if I can bear
 losing all that again.”",""
"{Rinoa}
“You were afraid
 of losing us?”
{NewPage}
“Is that why you
 kept your distance?”",""
"{Squall}
“I was always alone...”",""
"{Rinoa}
“{Squall}...”
“You missed out on all
 the good things in life.”",""
"{Rinoa}
“You've missed out
 on so much.”",""
"{Squall}
“Maybe.”",""
"{Rinoa}
“Definitely.”",""
"{Rinoa}
“I like it like this.”",""
"{Rinoa}
“I liked having my
 mom hold me.”
{NewPage}
“My dad, too, back when
 we got along.”",""
"{Squall}
“I'm not your mom.”",""
"{Rinoa}
“No, of course not.”
{NewPage}
“But now... {Squall}, you're the one
 who gives me the most comfort.”",""
"{Rinoa}
“Comfort and
 happiness...”",""
"{Rinoa}
“And annoyance and
 disappointment, too!”",""
"{Squall}
“...Whatever.”",""
"{Rinoa}
“Whatever.”",""
"{Rinoa}
“Ever since my mom died
 and dad became too busy...”
{NewPage}
“I've never longed to
 touch someone this much.”
{NewPage}
“I'm serious.
 Totally serious.”",""
"{Squall}
“Ok, ok, I believe you.”",""
"{Rinoa}
“Making sure you're not
 jealous, that's all.”",""
"{Rinoa}
“You're no fun.”",""
"{Squall}
“Jealous?  Of who?”",""
"{Rinoa}
“Oh, nothing.”
{NewPage}
“You don't care about
 other people's past.”",""
"(What the...?)",""
"(Oh... I get it.)",""
"{Squall}
“You mean...
 Seifer?”",""
"{Rinoa}
“Jealous now?”",""
"(Am I?)
(Yeah, I'm jealous)
(Nah...)",""
"{Squall}
“Curious, maybe.”",""
"{Rinoa}
“Hahaha...”",""
"{Squall}
“You're acting strange.”",""
"{Rinoa}
“You don't have to worry.
 It's all in the past now.”",""
"(All in the past...)",""
"(I guess so.)",""
"{Squall}
“Nah, not really.”",""
"{Rinoa}
“Not even a little bit?”",""
"{Rinoa}
“I guess it doesn't matter.”",""
"(What do you want me to say?)",""
"(What can I do?)",""
"{Squall}
“You should get back to your seat now.”",""
"{Rinoa}
“Just a little longer.”",""
"(You'll be safer
 in your seat.)",""
"{Rinoa}
“We're gonna make it home, right?”",""
"{Squall}
“We can only hope.
 There's not much we can do.”",""
"{Rinoa}
“When we get back...
 We won't be able to stay together, huh?”",""
"{Squall}
“...Maybe.”",""
"{Squall}
“No one can predict the future,
 there are no guarantees.”
{NewPage}
“Those were your
 words, {Rinoa}.”",""
"{Rinoa}
“That's not what I meant.”",""
